# step time Epot/N T Pxx Pyy Pzz Lx Lz gap comF areaperlipid
0 0.0000 -2.599931 1.0261 -0.017077 -0.108563 0.002471 14.0070 17.2601 0.82138 0.000000 1.36248
100 0.5000 -2.552784 1.0082 0.065902 0.273353 -0.037799 14.0107 17.2605 0.88977 0.000000 1.36318
200 1.0000 -2.535093 1.0194 0.081571 0.187596 0.307627 14.0140 17.2687 0.84638 0.000000 1.36384
300 1.5000 -2.543333 1.0112 -0.000547 0.004593 0.140699 14.0207 17.2748 0.88897 0.000000 1.36514
400 2.0000 -2.559611 1.0018 -0.087159 0.043058 -0.256107 14.0214 17.2810 0.92177 0.000000 1.36528
500 2.5000 -2.545564 0.9900 -0.050687 -0.191336 0.063952 14.0232 17.2835 0.92617 0.000000 1.36562
600 3.0000 -2.584594 0.9920 -0.159047 -0.307774 -0.126145 14.0207 17.2843 0.90946 0.000000 1.36513
700 3.5000 -2.574226 1.0086 -0.066486 -0.080517 -0.197221 14.0184 17.2826 0.85509 0.000000 1.36468
800 4.0000 -2.558280 0.9928 -0.135250 -0.022331 -0.143764 14.0176 17.2834 0.78588 0.000000 1.36454
900 4.5000 -2.554922 0.9895 0.157691 0.065763 0.086992 14.0192 17.2817 0.79764 0.000000 1.36485
1000 5.0000 -2.555925 0.9834 0.048808 0.120978 -0.298087 14.0207 17.2765 0.87810 0.000000 1.36513
1100 5.5000 -2.586228 1.0141 -0.223219 -0.016535 -0.028736 14.0215 17.2760 0.86291 0.000000 1.36530
1200 6.0000 -2.562401 0.9874 -0.034909 0.115156 -0.146424 14.0239 17.2780 0.85937 0.000000 1.36576
1300 6.5000 -2.545769 1.0169 -0.005321 0.022168 -0.104167 14.0250 17.2800 0.84071 0.000000 1.36597
1400 7.0000 -2.552271 1.0216 0.123570 -0.001536 -0.243421 14.0267 17.2777 0.83910 0.000000 1.36630
1500 7.5000 -2.518133 1.0023 0.170854 0.010982 0.295231 14.0288 17.2744 0.87704 0.000000 1.36671
1600 8.0000 -2.552528 0.9895 -0.237937 -0.044507 -0.300835 14.0305 17.2805 0.88232 0.000000 1.36705
1700 8.5000 -2.537264 1.0109 -0.073684 -0.199975 0.866893 14.0279 17.2754 0.84848 0.000000 1.36655
1800 9.0000 -2.572259 1.0164 -0.218576 -0.302971 -0.283765 14.0247 17.2797 0.85098 0.000000 1.36593
1900 9.5000 -2.552561 0.9980 0.104611 -0.021591 0.118221 14.0210 17.2778 0.84953 0.000000 1.36521
2000 10.0000 -2.539728 0.9872 0.094581 -0.049729 -0.058820 14.0204 17.2762 0.92435 0.000000 1.36509
2100 10.5000 -2.563319 0.9895 -0.033484 -0.144948 -0.211849 14.0164 17.2729 0.86200 0.000000 1.36431
2200 11.0000 -2.558515 0.9657 0.229906 0.049955 0.049113 14.0144 17.2776 0.88407 0.000000 1.36392
2300 11.5000 -2.595855 0.9913 -0.115528 0.112666 -0.328945 14.0105 17.2728 0.87779 0.000000 1.36315
2400 12.0000 -2.608894 0.9880 -0.128945 0.071667 -0.528067 14.0116 17.2692 0.85993 0.000000 1.36336
2500 12.5000 -2.563950 1.0262 -0.045597 0.188219 -0.191458 14.0126 17.2655 0.91291 0.000000 1.36356
2600 13.0000 -2.596860 0.9997 -0.212164 -0.140563 -0.324151 14.0134 17.2700 0.90688 0.000000 1.36372
2700 13.5000 -2.596097 0.9849 -0.000707 0.117573 -0.130581 14.0108 17.2650 0.88804 0.000000 1.36322
2800 14.0000 -2.595660 0.9842 -0.065120 -0.198255 0.074318 14.0091 17.2642 0.89685 0.000000 1.36287
2900 14.5000 -2.600980 0.9877 -0.057222 -0.349182 -0.007637 14.0049 17.2625 0.86261 0.000000 1.36206
3000 15.0000 -2.577721 0.9879 -0.173700 0.225433 -0.271813 14.0032 17.2575 0.86689 0.000000 1.36174
3100 15.5000 -2.597499 1.0231 0.098392 -0.200363 0.171707 14.0020 17.2595 0.88202 0.000000 1.36150
3200 16.0000 -2.590565 1.0161 -0.123204 -0.034672 -0.163607 14.0010 17.2600 0.87862 0.000000 1.36132
3300 16.5000 -2.592961 0.9946 -0.209175 0.059430 0.106147 14.0004 17.2675 0.85635 0.000000 1.36119
3400 17.0000 -2.604806 0.9754 0.155751 0.099825 0.161437 13.9987 17.2646 0.86691 0.000000 1.36085
3500 17.5000 -2.572402 0.9966 0.339426 0.098117 0.084036 13.9970 17.2678 0.83426 0.000000 1.36053
3600 18.0000 -2.591035 0.9880 0.019491 -0.291758 -0.060076 13.9931 17.2768 0.91594 0.000000 1.35977
3700 18.5000 -2.561100 1.0012 -0.011295 0.398004 0.345062 13.9934 17.2825 0.89416 0.000000 1.35982
3800 19.0000 -2.611858 1.0138 0.071357 0.100995 -0.031068 13.9909 17.2916 0.88999 0.000000 1.35935
3900 19.5000 -2.613259 0.9853 0.009055 -0.052593 0.059644 13.9879 17.2940 0.83247 0.000000 1.35876
4000 20.0000 -2.611760 1.0011 0.058438 -0.126661 0.281491 13.9862 17.2970 0.81465 0.000000 1.35843
4100 20.5000 -2.580797 0.9719 -0.009225 -0.018662 -0.026465 13.9834 17.2987 0.81997 0.000000 1.35789
4200 21.0000 -2.574508 1.0209 0.238389 0.141777 0.205828 13.9847 17.3035 0.86210 0.000000 1.35813
4300 21.5000 -2.574189 1.0000 0.136245 -0.102101 -0.184845 13.9887 17.3100 0.84832 0.000000 1.35891
4400 22.0000 -2.580605 0.9930 0.007082 -0.286655 0.226453 13.9877 17.3138 0.79061 0.000000 1.35872
4500 22.5000 -2.589353 0.9826 0.067970 0.015032 -0.076690 13.9872 17.3172 0.77177 0.000000 1.35862
4600 23.0000 -2.649360 1.0127 0.055879 -0.219201 -0.211502 13.9825 17.3132 0.75402 0.000000 1.35771
4700 23.5000 -2.619423 0.9787 -0.001459 -0.131936 -0.185544 13.9771 17.3075 0.75930 0.000000 1.35666
4800 24.0000 -2.634410 0.9893 -0.230772 0.101541 -0.066872 13.9757 17.3098 0.74681 0.000000 1.35639
4900 24.5000 -2.622078 0.9789 0.052794 0.126456 0.227070 13.9725 17.3086 0.79405 0.000000 1.35577
5000 25.0000 -2.633845 1.0135 -0.406348 -0.134409 0.062618 13.9736 17.3117 0.74459 0.000000 1.35599
5100 25.5000 -2.645436 0.9958 -0.223778 -0.023255 0.024536 13.9682 17.3089 0.74233 0.000000 1.35494
5200 26.0000 -2.637414 1.0088 -0.042208 -0.010542 0.098813 13.9639 17.3081 0.72318 0.000000 1.35410
5300 26.5000 -2.595895 0.9823 -0.041983 0.105868 -0.121186 13.9665 17.3105 0.76520 0.000000 1.35461
5400 27.0000 -2.621506 1.0132 0.154737 -0.071907 -0.237196 13.9692 17.3062 0.79271 0.000000 1.35514
5500 27.5000 -2.578905 0.9627 0.092927 0.243964 -0.043490 13.9712 17.3054 0.80469 0.000000 1.35551
5600 28.0000 -2.630547 1.0009 -0.002164 -0.227970 -0.068076 13.9731 17.3039 0.83609 0.000000 1.35588
5700 28.5000 -2.595878 1.0040 0.123350 -0.076509 0.254501 13.9724 17.3104 0.85359 0.000000 1.35576
5800 29.0000 -2.577606 0.9881 0.210945 0.015518 -0.098375 13.9822 17.3126 0.80383 0.000000 1.35764
5900 29.5000 -2.580625 1.0078 0.209424 -0.084699 0.087048 13.9846 17.3117 0.85341 0.000000 1.35812
6000 30.0000 -2.593746 0.9958 -0.059269 0.029810 -0.213147 13.9840 17.3110 0.77672 0.000000 1.35800
6100 30.5000 -2.577872 0.9929 0.072107 0.202892 0.310457 13.9855 17.3093 0.78781 0.000000 1.35830
6200 31.0000 -2.556657 1.0096 0.395252 0.142198 -0.062816 13.9876 17.3118 0.81202 0.000000 1.35870
6300 31.5000 -2.592147 1.0117 -0.170805 -0.112563 -0.369126 13.9912 17.3105 0.79244 0.000000 1.35940
6400 32.0000 -2.572123 0.9976 0.228010 -0.020270 -0.031364 13.9890 17.3055 0.77229 0.000000 1.35897
6500 32.5000 -2.587950 1.0152 -0.098878 0.164129 -0.223737 13.9907 17.3030 0.82902 0.000000 1.35929
6600 33.0000 -2.541281 0.9929 0.076246 0.427633 0.101311 13.9942 17.2995 0.89490 0.000000 1.35998
6700 33.5000 -2.592979 1.0250 -0.093694 0.024484 -0.111736 13.9965 17.3033 0.80044 0.000000 1.36043
6800 34.0000 -2.577031 0.9878 -0.084040 -0.053244 -0.115367 13.9959 17.3014 0.88948 0.000000 1.36031
6900 34.5000 -2.570972 0.9889 0.080550 0.289829 0.235153 13.9908 17.2893 0.88293 0.000000 1.35933
7000 35.0000 -2.612488 1.0016 -0.174771 -0.069296 0.000963 13.9883 17.2940 0.89131 0.000000 1.35885
7100 35.5000 -2.573837 0.9982 0.032195 0.124732 -0.173405 13.9872 17.2934 0.88083 0.000000 1.35863
7200 36.0000 -2.574925 0.9858 0.017084 -0.109974 -0.095902 13.9876 17.2977 0.87940 0.000000 1.35870
7300 36.5000 -2.583119 1.0093 0.208515 -0.060337 0.035862 13.9880 17.3072 0.87358 0.000000 1.35878
7400 37.0000 -2.580143 1.0004 -0.041157 -0.020776 -0.085412 13.9884 17.3128 0.84523 0.000000 1.35886
7500 37.5000 -2.561336 0.9996 0.359407 0.090545 -0.012687 13.9938 17.3156 0.84351 0.000000 1.35991
7600 38.0000 -2.555361 0.9937 0.149718 0.036821 0.122798 13.9965 17.3141 0.87049 0.000000 1.36044
7700 38.5000 -2.588237 1.0308 0.087501 -0.009727 -0.054647 13.9992 17.3204 0.90742 0.000000 1.36096
7800 39.0000 -2.581827 0.9972 0.175163 -0.142000 0.315710 14.0012 17.3272 0.96066 0.000000 1.36135
7900 39.5000 -2.551043 0.9907 -0.093185 0.200966 -0.236629 14.0033 17.3323 0.96323 0.000000 1.36175
8000 40.0000 -2.563699 0.9930 0.046239 0.183044 0.160138 14.0030 17.3358 0.90602 0.000000 1.36170
8100 40.5000 -2.588973 1.0210 -0.132635 -0.038021 0.109757 14.0032 17.3311 0.92889 0.000000 1.36173
8200 41.0000 -2.595493 0.9901 -0.015092 -0.169729 -0.455333 14.0030 17.3310 0.86173 0.000000 1.36169
8300 41.5000 -2.553618 0.9801 0.050184 0.154921 -0.227306 14.0022 17.3243 0.83154 0.000000 1.36154
8400 42.0000 -2.587901 1.0217 -0.007661 -0.032507 -0.025138 14.0027 17.3209 0.83606 0.000000 1.36164
8500 42.5000 -2.573066 0.9938 -0.204397 -0.095122 0.205574 13.9992 17.3149 0.84937 0.000000 1.36096
8600 43.0000 -2.560556 1.0063 0.031097 0.298631 -0.482127 14.0000 17.3167 0.82992 0.000000 1.36112
8700 43.5000 -2.582617 1.0068 -0.149234 0.095080 -0.375710 14.0035 17.3150 0.88762 0.000000 1.36179
8800 44.0000 -2.551281 0.9930 0.236527 0.131602 -0.061872 14.0030 17.3090 0.87024 0.000000 1.36169
8900 44.5000 -2.566240 1.0028 -0.063039 -0.105285 -0.215781 14.0054 17.3133 0.87851 0.000000 1.36216
9000 45.0000 -2.579262 1.0031 -0.024383 0.037182 -0.215470 13.9959 17.3110 0.87853 0.000000 1.36032
